epoch,loss,loc_loss,cls_loss,total_loss
10,0.504961346834898,0.45848996862769126,0.551432728767395,0.504961346834898
20,0.2068710546940565,0.206411524489522,0.2073305867612362,0.2068710546940565
30,0.20716789849102496,0.2199307631701231,0.19440503567457199,0.20716789849102496
40,0.21724987886846064,0.2305611651390791,0.20393859185278415,0.21724987886846064
50,0.20678103119134902,0.21432471759617328,0.19923734553158284,0.20678103119134902
60,0.19861411042511462,0.20357624553143977,0.19365197345614432,0.19861411042511462
70,0.1969339668750763,0.19810671359300613,0.19576122388243675,0.1969339668750763
80,0.1930506184697151,0.19377331100404263,0.19232792742550373,0.1930506184697151
90,0.20165890380740165,0.20284508131444454,0.20047272853553294,0.20165890380740165
100,0.19373163618147374,0.19442812018096448,0.19303515404462815,0.19373163618147374
110,0.19337407276034355,0.194658175483346,0.1920899696648121,0.19337407276034355
120,0.1886224016547203,0.18937531374394895,0.18786948584020138,0.1886224016547203
130,0.188551739230752,0.19068687334656714,0.18641660697758197,0.188551739230752
140,0.19301509857177734,0.19498963803052902,0.19104055538773537,0.19301509857177734
150,0.18220421224832534,0.18284378312528132,0.1815646393224597,0.18220421224832534
160,0.1954275133088231,0.19791852347552777,0.19293650276958943,0.1954275133088231
170,0.18874137960374354,0.19070753045380115,0.18677523024380208,0.18874137960374354
180,0.19347877763211727,0.195112431794405,0.19184512160718442,0.19347877763211727
190,0.19142531491816045,0.19297808930277824,0.18987253829836845,0.19142531491816045
200,0.18756907843053341,0.18938718549907207,0.1857509698718786,0.18756907843053341
210,0.1919072862714529,0.19458462446928024,0.18922994956374167,0.1919072862714529
220,0.19044853672385215,0.1928862102329731,0.18801086507737635,0.19044853672385215
230,0.1841624729335308,0.18826084807515145,0.1800640992820263,0.1841624729335308
240,0.18919132128357888,0.19217359647154808,0.1862090490758419,0.18919132128357888
250,0.19086262136697768,0.19413217827677726,0.187593062967062,0.19086262136697768
260,0.18627551086246968,0.18938099294900895,0.18317002952098846,0.18627551086246968
270,0.19061115607619286,0.1946552563458681,0.1865670569241047,0.19061115607619286
280,0.17690234445035458,0.18401323743164538,0.16979145389050246,0.17690234445035458
290,0.18038023002445697,0.1847118865698576,0.1760485725477338,0.18038023002445697
300,0.18969449065625668,0.1943032056093216,0.1850857760757208,0.18969449065625668
310,0.18471339009702206,0.18943742103874683,0.1799893569201231,0.18471339009702206
320,0.17567458599805832,0.18215046860277653,0.169198701903224,0.17567458599805832
330,0.18199555054306985,0.1866030789911747,0.177388022094965,0.18199555054306985
340,0.1808794651180506,0.18653522841632367,0.17522370405495166,0.1808794651180506
350,0.18170672319829465,0.18581091202795505,0.17760253213346006,0.18170672319829465
360,0.18635267950594425,0.18960252963006496,0.1831028301268816,0.18635267950594425
370,0.18262260258197785,0.18766016885638237,0.17758503630757333,0.18262260258197785
380,0.1806749116629362,0.1849510207772255,0.1763987997546792,0.1806749116629362
390,0.18025844655930995,0.18580127581954003,0.1747156161814928,0.18025844655930995
400,0.18662385679781437,0.19081223346292972,0.18243547677993774,0.18662385679781437
410,0.18582690916955472,0.19033201783895493,0.18132180012762547,0.18582690916955472
420,0.18884995393455029,0.19247999973595142,0.18521991074085237,0.18884995393455029
430,0.18419313319027425,0.1879733469337225,0.18041292056441308,0.18419313319027425
440,0.18015967532992364,0.18620769679546356,0.1741116540506482,0.18015967532992364
450,0.1780427262187004,0.1846010036766529,0.17148445099592208,0.1780427262187004
460,0.17838585935533047,0.1836057413369417,0.1731659796088934,0.17838585935533047
470,0.11026970334351063,0.11324695870280266,0.10729244761168957,0.11026970334351063
480,0.17930699698626995,0.18374892100691795,0.1748650697991252,0.17930699698626995
490,0.1789595101028681,0.18304651901125907,0.17487250156700612,0.1789595101028681
500,0.18114172741770745,0.18764787167310715,0.17463558465242385,0.18114172741770745
510,0.18238739632070064,0.18734505847096444,0.1774297334253788,0.18238739632070064
520,0.18075735680758953,0.1864177230745554,0.17509699277579785,0.18075735680758953
530,0.18000605143606663,0.18548843637108803,0.17452366575598716,0.18000605143606663
540,0.17666465155780314,0.1834304165095091,0.16989888474345208,0.17666465155780314
550,0.17700783982872964,0.18454847037792205,0.16946720704436302,0.17700783982872964
560,0.17887944169342518,0.18527766577899457,0.1724812164902687,0.17887944169342518
570,0.17841455154120922,0.18515092693269253,0.17167817801237106,0.17841455154120922
580,0.1739866342395544,0.18055900931358337,0.16741425711661578,0.1739866342395544
590,0.17996842749416828,0.18660626485943793,0.17333058975636959,0.17996842749416828
600,0.1722633894532919,0.1820079419761896,0.1625188373029232,0.1722633894532919
610,0.1677188951522112,0.17793303392827511,0.1575047578662634,0.1677188951522112
