epoch,loss,loc_loss,cls_loss,total_loss
10,0.5050876311957836,0.45934054590761664,0.5508347153663635,0.5050876311957836
20,0.20945495292544364,0.20724012181162835,0.21166978366672992,0.20945495292544364
30,0.20792862810194493,0.2198266290128231,0.1960306264460087,0.20792862810194493
40,0.2164193071424961,0.22767581157386302,0.2051628042012453,0.2164193071424961
50,0.20537534579634667,0.21038940958678723,0.20036128163337708,0.20537534579634667
60,0.19815249964594842,0.20069587789475918,0.19560912251472473,0.19815249964594842
70,0.19544653967022896,0.1967369556427002,0.19415612444281577,0.19544653967022896
80,0.19318176694214345,0.19330409839749335,0.19305943474173545,0.19318176694214345
90,0.20241498984396458,0.2037489403039217,0.20108104161918164,0.20241498984396458
100,0.19315567873418332,0.194534844532609,0.1917765125632286,0.19315567873418332
110,0.19396036118268967,0.19516499936580659,0.19275572299957275,0.19396036118268967
120,0.18799501545727254,0.18873621374368668,0.18725381493568422,0.18799501545727254
130,0.18965592458844185,0.19086138121783733,0.18845046684145927,0.18965592458844185
140,0.19358172006905078,0.19532128237187862,0.19184215553104877,0.19358172006905078
150,0.18255931958556176,0.18311326056718827,0.18200537972152234,0.18255931958556176
160,0.1964679669588804,0.19835685305297374,0.19457908123731613,0.1964679669588804
170,0.1880917850881815,0.1899706397205591,0.18621292859315872,0.1880917850881815
180,0.19326032958924771,0.19527840316295625,0.19124225787818433,0.19326032958924771
190,0.19060825780034066,0.19314199090003967,0.18807451911270617,0.19060825780034066
200,0.18668587394058705,0.18879114352166654,0.1845806073397398,0.18668587394058705
210,0.19184139780700207,0.19473434649407864,0.18894844837486743,0.19184139780700207
220,0.18859135843813418,0.19215288646519185,0.18502982892096043,0.18859135843813418
230,0.18366620652377605,0.18774269036948682,0.17958972342312335,0.18366620652377605
240,0.18940055556595325,0.19265692085027694,0.1861441906541586,0.18940055556595325
250,0.19203344732522964,0.19490547738969327,0.18916141614317894,0.19203344732522964
260,0.1860252719372511,0.18926199339330196,0.1827885504812002,0.1860252719372511
270,0.18906206488609315,0.1939108155667782,0.18421331383287906,0.18906206488609315
280,0.17805228680372237,0.18417225442826748,0.17193231973797082,0.17805228680372237
290,0.180646937713027,0.18476298749446868,0.17653088923543692,0.180646937713027
300,0.1887907486408949,0.1945385690778494,0.1830429293215275,0.1887907486408949
310,0.18392843157052993,0.18952553309500217,0.17833132892847062,0.18392843157052993
320,0.17571475841104983,0.18254574202001095,0.16888377647846936,0.17571475841104983
330,0.1814457479864359,0.18603340573608876,0.17685808874666692,0.1814457479864359
340,0.1795112069696188,0.1857194907963276,0.1733029257506132,0.1795112069696188
350,0.181911476328969,0.18627099245786666,0.17755195759236814,0.181911476328969
360,0.18455683551728724,0.1898605227470398,0.17925314791500568,0.18455683551728724
370,0.1817817460745573,0.18723241351544856,0.17633107900619507,0.1817817460745573
380,0.17820509150624275,0.18522078022360802,0.17118940465152263,0.17820509150624275
390,0.17770662233233453,0.18420368432998657,0.17120955996215342,0.17770662233233453
400,0.1856928437948227,0.1914734810590744,0.1799122042953968,0.1856928437948227
410,0.1851651191711426,0.19023456424474716,0.1800956714898348,0.1851651191711426
420,0.18681211173534393,0.19332376755774022,0.18030045703053474,0.18681211173534393
430,0.18186174035072328,0.18748410157859324,0.17623937912285328,0.18186174035072328
440,0.17893377393484117,0.18620875850319862,0.17165878564119338,0.17893377393484117
450,0.17689362056553365,0.18440517745912074,0.16938206516206264,0.17689362056553365
460,0.17676854729652405,0.18299815878272058,0.17053893618285657,0.17676854729652405
470,0.11027593836188317,0.11306344009935856,0.10748843662440777,0.11027593836188317
480,0.17727579176425934,0.18354557901620866,0.17100600246340036,0.17727579176425934
490,0.17714909575879573,0.18296668529510499,0.17133150696754457,0.17714909575879573
500,0.18124527670443058,0.18720759861171246,0.17528295535594224,0.18124527670443058
510,0.1814585618674755,0.1880800060927868,0.17483711801469326,0.1814585618674755
520,0.18024234846234322,0.18655098117887975,0.17393371537327768,0.18024234846234322
530,0.17917835377156735,0.18552231676876546,0.17283439002931117,0.17917835377156735
540,0.17296947725117207,0.18276788517832757,0.16317106708884238,0.17296947725117207
550,0.1782098703086376,0.18462701849639415,0.17179272472858428,0.1782098703086376
560,0.17866483926773072,0.18628906570374965,0.17104061041027308,0.17866483926773072
570,0.17750948667526245,0.18521417640149593,0.169804797321558,0.17750948667526245
580,0.17280735410749912,0.18047531135380268,0.16513939294964075,0.17280735410749912
590,0.17899617329239845,0.18735359348356723,0.17063875161111355,0.17899617329239845
600,0.17251781485974788,0.18222611248493195,0.16280951630324125,0.17251781485974788
610,0.16871292069554328,0.17683602571487428,0.16058981735259295,0.16871292069554328
620,0.17208666615188123,0.18021811433136464,0.16395521759986878,0.17208666615188123
630,0.173462251201272,0.1798165626823902,0.16710794065147638,0.173462251201272
640,0.17698104307055473,0.18425444290041923,0.16970764622092246,0.17698104307055473
650,0.17397861704230308,0.182757718116045,0.16519951708614827,0.17397861704230308
660,0.17466945722699165,0.18144577480852603,0.16789314188063145,0.17466945722699165
670,0.17675200365483762,0.18394562043249607,0.1695583900436759,0.17675200365483762
680,0.17248926647007465,0.1808599319308996,0.16411860026419162,0.17248926647007465
690,0.17039757817983628,0.17928326949477197,0.16151188910007477,0.17039757817983628
700,0.17136927358806134,0.1806350637227297,0.16210348587483167,0.17136927358806134
710,0.17342016585171222,0.1806236606091261,0.16621667332947254,0.17342016585171222
720,0.1771142203360796,0.18380289003252984,0.17042555138468743,0.1771142203360796
730,0.1785823829472065,0.18832736201584338,0.168837402574718,0.1785823829472065
740,0.16683737821877004,0.17949033938348294,0.15418441724032164,0.16683737821877004
750,0.17059810385107993,0.17911531552672386,0.16208089161664246,0.17059810385107993
760,0.17363744080066681,0.18319019638001918,0.16408468652516603,0.17363744080066681
770,0.17188916355371475,0.17967942729592323,0.1640988988801837,0.17188916355371475
780,0.16770837977528572,0.17868353836238385,0.15673322025686504,0.16770837977528572
790,0.17327246740460395,0.18252435140311718,0.16402058396488428,0.17327246740460395
800,0.17294433303177356,0.181722304970026,0.16416635867208243,0.17294433303177356
810,0.17659280970692634,0.18170453570783138,0.17148108463734388,0.17659280970692634
820,0.17405981943011284,0.18138871826231479,0.1667309209704399,0.17405981943011284
830,0.17643097117543222,0.18525572679936886,0.16760621406137943,0.17643097117543222
840,0.17443426437675952,0.1838757161051035,0.1649928107857704,0.17443426437675952
850,0.17366906590759754,0.1818600930273533,0.16547803841531278,0.17366906590759754
860,0.17144530527293683,0.18081226907670497,0.16207834351807832,0.17144530527293683
870,0.18361901342868805,0.1907608162611723,0.17647721376270056,0.18361901342868805
880,0.17528142407536507,0.18430288471281528,0.16625996213406324,0.17528142407536507
890,0.18109610229730605,0.18747015558183194,0.17472204901278018,0.18109610229730605
900,0.1716309528797865,0.18122714050114155,0.16203476656228305,0.1716309528797865
910,0.17145256213843824,0.18199174888432026,0.16091337483376264,0.17145256213843824
920,0.17124495953321456,0.18100488036870957,0.1614850401878357,0.17124495953321456
930,0.03617744967341423,0.03793628811836243,0.034418610669672486,0.03617744967341423
940,0.1748336162418127,0.18174988329410552,0.16791734844446182,0.1748336162418127
950,0.17284812033176422,0.1801753744482994,0.16552086621522905,0.17284812033176422
960,0.17637362107634544,0.183935309574008,0.16881192848086357,0.17637362107634544
970,0.17628788203001022,0.18540610745549202,0.1671696551144123,0.17628788203001022
980,0.172368361055851,0.1810951057821512,0.1636416157707572,0.172368361055851
990,0.17331127896904946,0.18197565637528895,0.1646469010040164,0.17331127896904946
1000,0.1683878291398287,0.18015093728899956,0.15662471875548362,0.1683878291398287
1010,0.16925830990076066,0.18051821142435073,0.15799840744584798,0.16925830990076066
1020,0.174228535592556,0.18201674036681653,0.16644033174961806,0.174228535592556
1030,0.1717179801315069,0.18234748691320418,0.16108847130089998,0.1717179801315069
1040,0.1701992552727461,0.17807242423295974,0.1623260859400034,0.1701992552727461
1050,0.17314986623823642,0.18341664113104345,0.1628830898553133,0.17314986623823642
1060,0.16791637502610685,0.18153596930205823,0.1542967827990651,0.16791637502610685
1070,0.16772134676575662,0.17911018282175065,0.15633251052349806,0.16772134676575662
1080,0.16426236517727374,0.17621323168277742,0.15231149643659592,0.16426236517727374
1090,0.16947285756468772,0.17954346127808093,0.15940225645899772,0.16947285756468772
1100,0.17159352451562881,0.17906368114054202,0.1641233701258898,0.17159352451562881
1110,0.16832407787442208,0.17895121239125727,0.1576969437301159,0.16832407787442208
1120,0.17196411788463592,0.18126376457512378,0.16266447212547064,0.17196411788463592
1130,0.16961101591587066,0.1805752046406269,0.15864682774990796,0.16961101591587066
